,TCGA.06.0238.01A,TCGA.06.0171.02A,TCGA.28.5218.01A,TCGA.06.0130.01A,TCGA.06.2557.01A,TCGA.27.2526.01A,TCGA.06.0152.02A,TCGA.06.0139.01A,TCGA.06.0190.01A,TCGA.02.2486.01A
CD74.1,16.8010112076511,18.2515465495735,16.1272908956522,18.3554020586967,17.7064051369771,16.6584234245391,16.68402964706,18.0324530142588,17.1269594044,17.3692739224642
HLA-DRA.1,16.2367243560299,16.5296693863855,14.6983615690883,17.2498382185446,16.180382580517,15.7670978163017,15.2446340817972,17.5379912343017,15.9988724932218,15.9633899841025
HLA-DPA1.1,14.6967299337241,15.5775365314246,13.4570199283282,16.0034847643067,15.2309534520847,14.2912842074636,14.2679868975692,15.3143846304306,14.8166532545228,15.2474925585401
HLA-DRB1.1,14.17700847509,15.5429782139665,13.8163672815942,16.0621196789051,15.0213860920119,14.1302467598435,14.0073594148886,15.8725211166605,14.4942696696256,15.6517391837892
HLA-DPB1.1,13.8573816460066,14.7057213630469,13.3880473282614,15.3136007752578,14.8212464097425,13.6658417654216,13.4189106618109,15.1531265620932,14.0314738657878,13.6446744439869
GPNMB.1,12.7371958312855,14.6249772385683,12.3875999903788,14.4979475233164,14.4607868528298,11.6447272742979,11.0005669329066,14.4898564769673,14.1076651429377,14.0724730911598
HLA-DQB1.1,11.9056835667144,13.4831344735606,12.7574369012515,14.8689818820665,13.7739040508302,12.2035105464553,11.5811441004058,15.1167942899178,11.891948812524,14.1874988036393
HLA-DQA1.1,12.0361046230654,13.8039643858036,11.9011150295798,14.7975146038185,13.9239817029497,11.7481129867578,12.4278033817651,14.1415356535994,12.4984807083278,13.3529772046281
CD4.1,11.9922548782107,14.3294542099219,12.4123299100101,13.3351993190702,13.0278732975448,11.3788644471724,12.5800594820501,13.8857487201361,12.4117523741109,13.0307755019465
FCER1G.1,12.5238257362904,13.5121990501747,13.5805537341901,13.0340986636806,12.2337211242391,11.9367881204654,11.4468361162026,14.2288702698174,11.9925390927178,13.5205322143184
MAFB.1,11.35279,14.57767,13.62381,13.18891,12.9474,10.19058,11.7343,14.6152,12.45213,12.55999
HLA-DMB.1,12.6745345861722,13.3808692566466,11.318457309048,13.5689633901458,12.9907364279966,11.8635003278803,11.779172088311,14.6356269399832,12.134865331741,12.6042334802477
LCP1.1,11.5544451117548,14.2395597707139,12.8240300826886,13.4126166627113,12.1760451613265,11.1320497289239,12.7058076811146,14.0062352531446,11.8457496745629,12.4231704761398
TGFB1.1,11.45884,12.83142,13.1169,13.74442,12.09626,11.81524,12.32695,13.10602,13.18262,12.2955
CORO1A.1,11.9152493549996,13.1773808878625,12.1059042046375,12.6291627490821,12.3812304721015,11.5608558070188,12.1424109981083,13.0614275636789,11.778789229758,12.9646368698177
LGALS9.1,12.0318768585081,13.0556750422228,12.0490196242132,12.8822590375573,12.5497420229572,11.3191234967736,11.2305224921373,13.1474231268615,11.246216674806,12.8193971971592
SLC11A1.1,10.9185202425157,13.7949820938861,11.0686066152217,12.0635875620185,11.5521743259735,10.0767359988861,10.7935614411645,14.5607563360619,12.5695861756914,13.2343881842516
HAVCR2.1,11.8805838444071,13.1587841162482,10.7775245572991,12.2860009488976,12.1330519117651,11.0510066178372,10.910828325838,13.8497171213749,11.3326438987098,12.9901161837177
NCKAP1L.1,10.9608849032505,13.6781834345922,11.6955791480552,12.4140917683278,12.2555543494007,10.2450219568105,11.6007402496939,13.0435957440535,11.4086881389759,12.1111214040814
LILRB4.1,11.52327,12.89084,10.79249,12.6397,12.45083,10.90247,10.94401,13.09002,11.55786,12.12628
HLA-DOA.1,11.1528405630191,13.1729874786622,10.3365314500318,12.8987457463306,12.7900948546906,10.4442754058469,11.0907926395309,12.4976292811977,12.1421076674828,12.0932294428393
PTPRC.1,10.6178936781388,13.4927810487398,11.2611119426171,12.3350408673106,11.7423222833542,9.85240093814877,11.5671292482895,12.7740304194335,11.0630886119509,11.5942908869745
CEBPB.1,10.20209,12.31435,11.56005,11.68005,10.10449,10.65666,10.87464,12.45029,11.85606,11.88955
SYK.1,10.6479662804379,12.9904392802284,11.0785621084138,11.8878684532952,11.5200614440462,9.5887765031735,10.6202672073324,12.5072992061225,10.858412443084,11.0424959478154
SASH3.1,10.409972033894,12.3449676871186,10.9774099159732,11.6877345965613,11.429990131275,10.0204734291928,10.4994226418879,12.7489810907316,10.8257916543302,11.7051908100441
PTPN6.1,10.4937474228056,12.3555806209829,10.5899867036214,11.6625982382936,11.085439302425,10.3277860108332,10.7342087415502,12.2802308905248,10.8708208538563,11.4485257092024
IL4R.1,9.46073040454655,12.4011440050441,11.6105312190469,12.0149167782303,10.4489957181385,9.00674108406497,10.8696356739465,12.2355521093671,11.3737333544906,11.0310310727836
DOCK2.1,9.85525040960121,12.735730093782,10.6487507831562,11.7404309743686,11.60483686314,8.94382684480551,10.9054035006214,12.0796544495,10.6522937575459,10.8064572975954
RAC2.1,9.811843,11.37413,11.89116,11.30444,10.16856,10.25939,10.80234,11.32123,10.20807,11.08747
CD86.1,10.5457920631269,11.7014959389518,9.65120132062583,11.356011709692,10.8667767199786,10.2084652667499,9.56822873110787,12.3366438953306,10.3091959034572,11.5596062757669
CD300A.1,10.5889529975415,11.5234282941132,9.9902917762303,11.0908460951498,10.5365351402955,9.80614623782249,9.86990027719287,12.6131848836073,10.6335663375341,11.4053751842034
WAS.1,9.92433792825352,12.0418328804075,10.3081592605946,11.1654306204451,10.7958131883244,9.31886667307504,10.1078446812795,11.8960366920106,10.2489313997809,11.1817214313508
ITGAL.1,9.38912668163251,11.923177145749,10.2097986742399,11.4485156481938,11.3339166649051,9.07354395256746,10.6222529833358,10.8868853638407,9.33833786170361,10.8832841478811
LILRB1.1,9.178617,11.97243,9.839761,11.25303,10.83869,8.360134,10.05881,12.10153,9.876896,10.60981
IL18.1,10.0494341491733,10.7275104645199,9.26690114816644,11.0436911941678,10.4745543112309,10.0322380404454,9.47883589771852,12.3015061886848,9.82526719157105,10.540324485833
VAV1.1,9.356119,11.79145,10.03033,10.91531,10.82474,8.75702,9.745322,10.93928,9.799506,10.60878
CLEC7A.1,9.46073040454655,11.2039209551037,9.20653106140429,11.2493933710981,10.3822482705603,8.31077329782303,9.68445814858084,12.3268476146033,10.1300203495172,10.059560825285
PYCARD.1,9.63929357613801,10.5048055281384,10.5963986901267,10.5962406478694,9.82112639698646,9.74819467352115,9.09887607833626,11.6282452488837,9.44200340237352,9.79224793778838
CCL5.1,8.34197448559275,10.4661308354154,11.56278027961,10.8774839019386,9.84208720101818,10.7632965076545,9.31459989013819,9.92365823865268,9.39617711002386,9.8595546445117
CD55.1,9.73378171766704,11.2672549902,9.63673708732043,9.12630428294971,8.49111129905294,8.22445101606327,9.42361832317388,11.6906898743871,10.34836374913,10.084936132138
LILRB2.1,8.700646,11.16797,9.508667,10.93999,9.614606,8.034006,9.304716,11.45518,9.644673,9.357216
MAP3K8.1,9.15959523536019,11.5141944264155,9.91185762954549,9.89944059345697,8.63246558503778,7.99957568396856,9.21607965373098,12.4198931546965,9.45760608564636,9.27383333793428
GPR183.1,10.1869453125917,10.3377563837053,9.23977506628502,9.72934718208158,8.79981375093749,8.3973658200063,9.76585024982755,10.4344684548653,10.3462735758459,9.32494471296086
PTGER4.1,8.09630961732922,10.5686659351675,11.7791806190763,11.0615554826809,9.59963230756227,7.17181614394652,9.05429636513504,10.196817606739,9.60321036411998,8.29660124820837
RASAL3.1,8.479628,10.18627,9.370547,10.14505,10.00685,7.905842,9.490501,10.06671,9.21055,9.492961
EBI3.1,9.183334,10.30501,8.866438,10.11226,9.374939,8.646961,8.670341,10.04028,8.841975,9.688888
IL7R.1,8.91479406885247,11.2925173780463,10.102723144495,8.15489413053487,8.09169091493684,7.81328614277362,10.6607606594943,10.6027597749756,8.93434959252653,8.25462218751488
NLRP3.1,8.45629017024628,10.7562850580911,8.54468845897411,9.54659930580489,9.53955180969714,7.95710015266514,8.97537570910823,9.6575380425525,9.25814437377529,9.37914005725216
CARD11.1,8.7072327830521,10.4582697555318,8.503987980884,10.2223058516903,9.98712298349193,7.83701459217375,8.98160367695781,9.44809434874744,9.05747163236733,8.76717353632687
SPN.1,8.38799436500254,9.72073595687566,8.91536503077279,10.0201816090305,9.8965339392585,8.2538181503802,9.66529916469531,9.19319053513082,8.52232838260309,9.0580366037306
CD2.1,7.94103876681142,9.11510371193715,9.991915011288,9.96044174858777,8.78538773542358,9.3754773325089,9.47737112098094,9.77124757213855,8.17718378085696,8.50303198962016
CD3E.1,7.7725428693949,9.42828764769159,10.1072224848149,9.83435170520283,8.91246219082619,8.96158274346375,9.61824793388332,8.69127974612764,8.34767303344359,8.887994020728
CD8A.1,7.52004279585345,9.18685292358219,10.2496812416761,10.3797140994046,8.53213173579016,9.24263474204034,8.24353520230028,9.39058564816912,7.82029993643305,9.11728919482709
IL2RA.1,9.65632611322887,10.0510594400574,10.0080474620107,9.17762191848204,6.93765306636687,6.47829023172167,9.1272189694947,11.0859104027583,8.62668242091182,8.49407056401591
JAML.1,8.66386014861633,10.6712038355175,9.49497911780472,10.2180618645317,8.58874629219596,7.37451171999621,8.27114372231117,9.43189708423836,8.71087058104497,7.2391263364138
HLA-DQB2.1,9.41539755838714,9.6956658143995,6.41861252497976,10.5798021799643,9.59414822358274,9.52352343582212,9.89203488090529,6.65485985342708,9.71122396901009,6.07783022315147
IL12RB1.1,8.281142,9.402978,8.041102,9.441145,9.063362,7.661577,8.831002,9.698706,8.026206,8.891397
TNFSF8.1,7.74669307550929,9.70308487737989,7.90026764959005,9.18853866821358,8.80459014642598,7.62544018715636,7.66411744063939,10.2622938801513,8.51858930412423,8.94804207948641
NOD2.1,7.15870440983209,10.3127825787498,8.2315835575019,9.39669392372589,8.46409916600799,7.00662962651627,8.39222766431049,9.79041270907234,8.11375349891285,8.44839190778224
CR1.1,7.67297533781537,12.4501618183475,9.15517211240483,7.89300031676602,8.11518758552259,5.59635813926022,7.54805547057332,11.370814228422,8.20551746236622,6.71752611593958
LCK.1,7.05283805901066,8.90406217298244,9.40512328843381,9.16441101525524,8.32070242342041,8.23037378620334,9.16050586085411,8.66366930776242,7.71787904890723,7.91234496208439
RIPK3.1,7.87133222792896,9.14161223076134,7.70327878626524,8.97803559109974,8.3538514482778,7.09192168016896,7.74632997291455,9.85251259237322,7.89239647155348,8.75973709237318
CD1D.1,7.30271143471436,8.53768942220456,10.9316672123818,8.67296063684536,7.712535170653,7.55013541437385,7.2227267141718,9.71885549001911,7.89239647155348,7.65888535385145
RHOH.1,7.76612603256899,8.60621972144678,8.25913859596359,8.3945187871302,7.90607680083288,7.72259233896569,8.46257311055517,9.11408734544672,8.06292316154594,8.47597569063755
CCR2.1,6.91270530473799,9.46892308789989,9.6634844172904,9.82041274888745,8.05973364633988,7.13249580223623,8.87631401957879,8.43745497371757,7.80166984351261,6.59054927820771
CD6.1,6.78218899784148,8.75145558593264,8.93921357709278,9.04690470041037,8.73621757888425,7.9785004106134,9.30636845800501,7.35588196862639,7.83258117706979,7.26139870898705
IL10.1,7.70697817019136,9.84395271240917,8.3021329747032,8.2294588008363,7.44951062903527,6.35503729286775,6.97935744289139,10.0823340481416,8.57005941435854,7.74612484980512
PTPN22.1,7.27516176022673,8.93474265820566,7.65348892877862,9.25442656605317,7.60441229914666,7.27114394497695,7.78079833082224,9.30421309020197,7.83868092477101,8.31202595385627
CD247.1,7.39904439660964,8.36734861127225,8.76705815002014,8.75188153345835,7.72803731664443,7.74792879331608,8.46555360502723,8.46978676092687,7.41355371416132,7.61730204021099
IL15.1,7.3296922381051,8.31353242927626,7.35152320651629,9.25234776838792,7.40454422046098,7.72259233896569,7.75130748075031,8.90657605784268,7.62148700573541,8.94804207948641
CD3D.1,7.44877059223618,8.22039275204366,8.89111128361886,8.07135749275837,7.80301709428584,8.40782548728589,8.00470794930592,8.50139609321705,7.24486105207944,7.93931273418947
SLAMF6.1,6.99636498549701,9.60351500393526,8.74399963484322,8.33635070150191,7.8175332974176,7.02125496827417,7.94125901325017,8.12780081435846,7.3797943720604,7.53008807334008
CD7.1,7.21824629193713,8.35218109228212,8.52222159052068,8.25485725909785,7.85082010089109,7.54041942175681,8.60979761122336,8.06528137724328,6.98280303485432,7.6257213999506
ZAP70.1,6.90027292094771,8.27781769523649,8.29682999674541,8.47212680631531,8.20176924304825,7.18465887137662,9.1178335682829,7.78256852844926,7.67053721774553,7.05849735146426
LAG3.1,7.27516176022673,8.41189669600956,7.48252009961356,9.53126642447416,8.0145601316095,7.35223463778993,7.34928565290603,7.88336816516896,7.41355371416132,8.24392855844697
CD5.1,6.87501889705555,8.33298928324214,8.49015702071955,8.22088951248896,8.01037978503163,7.31809483535038,8.99397876333133,7.85885172174536,7.11535472171867,7.6257213999506
BATF.1,7.08553843446473,8.67766517103707,8.09121136362737,8.10910288632094,7.41106206770259,6.99183007903431,8.02929753657959,9.03035472790641,7.24486105207944,7.94597338186468
VNN1.1,7.616736590508,9.67920782932321,7.69510594550853,8.60912349845185,7.99776277727766,6.74507321639348,6.16673145193778,9.173820643165,7.64973244012836,7.18170614661799
CD28.1,6.740058199337,9.15901573964701,8.02828824253105,7.94634173803679,7.35121065800355,6.56742869419291,7.85186648440346,8.809296457848,7.32747765895012,7.81358019830628
CCR7.1,7.06383292709395,8.44440912160395,8.66432211342352,7.85439672570704,7.44317931115241,7.11911476219141,8.77704750422134,7.39130268054202,6.94733551090847,6.76790806963358
CD8B.1,6.65089034891567,7.55682128975842,8.96930216430901,8.60257907764567,6.92820140879283,8.08738276095742,6.7319397151942,8.20703592529546,6.738313732346,7.69125874605655
CD27.1,6.44775972421735,7.62292978914164,8.46208287721285,8.53197581103678,7.56443353718229,7.24701812353616,7.5070356025492,7.78256852844926,7.12579581804421,7.09673296747674
CTLA4.1,6.32932351169991,7.22797398016769,12.4111185791404,7.26053252373649,6.83965114030845,6.91504469357218,7.70069699119424,6.93511750850298,6.24037648569861,6.80032905649856
CD3G.1,6.35005775482772,7.80953608775349,7.9212844436892,8.2294588008363,7.28850467205524,7.07810265025833,8.0534601279129,7.83389123616867,6.93528180248139,7.0713719508499
IL18R1.1,6.51978890153132,8.95233981317707,8.31267936565405,8.07135749275837,6.21256287484954,6.18334775757206,7.36923806096978,8.63551182949596,7.58533056817639,6.46873614937044
SIT1.1,6.61954162423742,7.54320143463486,7.84994756221501,8.09976179872807,7.20752480901429,7.59769078360597,7.66940370023276,7.95441049038178,6.63367591044155,6.92185239593683
SLA2.1,6.24164,7.757935,7.864513,8.17724,7.34439,7.417969,7.553815,7.355882,6.794109,7.377532
PDCD1.1,8.20355169414848,7.58365448948739,7.44357278165967,7.34478178396608,7.24496202586759,7.23478482751134,7.23009045177344,7.20375945720928,7.13615185267113,7.13384624921756
FOXP3.1,6.91270530473799,7.36008896052423,7.74342429131618,7.12289909396846,7.46208363137842,6.96168910117601,8.55775992161318,7.07659341666607,6.86034003082169,7.58309039925991
HSH2D.1,7.074732,7.436384,6.665892,8.11375,7.846114,6.183348,7.057419,7.28204,6.143651,8.516369
GRAP2.1,6.390274,7.84289,8.163156,7.706938,7.323711,6.629806,7.847241,6.830834,6.70938,6.862626
TIGIT.1,6.19452390557895,7.80389759418064,7.67028889201154,8.14131351096376,7.252321231242,6.68889249658812,7.56525914198752,6.77507510275801,6.56921048302298,7.03234483087
EOMES.1,5.70979348571644,7.32829083130247,7.79009313904043,8.48643824541644,7.28134801307452,6.43074737454918,6.88640550658398,6.88410063716931,7.08350511853903,6.51089194475199
IGF1.1,7.30271143471436,8.19077462590406,7.14537349208269,7.06340162437374,7.13726314288527,6.11814882337393,6.16673145193778,8.12780081435846,6.32797033069553,6.71752611593958
SIRPG.1,6.26432900223529,7.36791981550894,7.67861163704009,7.75587304784309,6.88964412468235,6.58861438312669,7.40183561959268,6.98409119185201,6.36897284434583,6.76790806963358
THEMIS.1,6.68139183568036,7.35221125307912,7.41359527816442,7.23415717898431,6.9563403463078,6.60940107335433,7.04048903207372,7.07659341666607,6.46474409903515,6.71752611593958
IRF4.1,6.19452390557895,7.44377760683755,7.46318870091081,7.44680874904749,7.92846357964724,5.88393097098843,7.65348281037191,6.71653366816188,6.46474409903515,6.1097746415062
ICOS.1,6.03583568677308,7.02086447488824,7.24106346146429,7.42395223408635,6.7216445661285,6.74507321639348,7.34928565290603,7.07659341666607,6.28517629297959,6.862626361622
LY9.1,6.17001622329253,7.47294725720235,7.46318870091081,7.07351467853589,7.12111045860779,6.3284747565409,6.92443900694782,6.71653366816188,6.67970015185229,6.68267484074837
CD80.1,6.65089034891567,7.04115871017872,6.24137536048484,7.31173074460488,6.45532385869433,6.18334775757206,6.60399185221444,7.03119873786957,6.26304218058446,7.79146174119002
ZNF683.1,6.14481314361459,6.47195321088783,7.37253993688733,8.29211444644227,6.46960146778675,7.09192168016896,6.65220622924064,6.83083419331823,6.00514918777339,6.04460475441314
LAX1.1,6.19452390557895,7.02086447488824,7.00080897963739,6.64324900047801,7.13726314288527,5.88393097098843,6.87670766323654,6.71653366816188,6.09099005816639,6.07783022315147
GPR18.1,6.06444828356503,6.52017470367486,6.56959258137826,7.49137732465441,6.71030090587948,5.72929193359429,6.16673145193778,6.52028770778891,6.26304218058446,5.97368878628756
CD40LG.1,5.8369645413561,6.85697782145224,6.39515025317176,6.61401001694566,6.53823892598419,6.11814882337393,7.19284412034325,6.36633966747279,5.90861349078799,5.85275110462055
IL27.1,5.7552701090329,6.34990112361583,5.81631229906708,6.55311447946436,6.23079459080781,5.40160813670084,6.18558764671291,6.71653366816188,5.9743342196861,6.55144956533557
CLEC4D.1,5.54242480937594,7.09050188497544,6.44155055645466,6.71320115729752,5.42834528318612,5.13377474470661,5.9252648322801,6.52028770778891,6.28517629297959,5.85275110462055
